"He will win in November and make a Great Governor, a major difference maker.",Positive
People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who entered the U.S. legally.,Negative
"Chuck Schumer in 2009, before he went left and haywire!",Negative
Congratulations to Bryan Steil on a wonderful win last night.,Positive
"You will be replacing a great guy in Paul Ryan, and your win in November will make the entire State of Wisconsin very proud.",Positive
Thanks for all of the support you showed me.,Positive
He has done a fantastic job as Governor of Wisconsin and will always have my full support and Endorsement!,Positive
Congratulations to Leah Vukmir of Wisconsin on your great win last night.,Positive
You beat a very tough and good competitor and will make a fantastic Senator after winning in November against someone who has done very little.,Positive
Great Republican election results last night.,Positive
"Lou Dobbs: This cannot go forward...this Special Counsel with all of his conflicts, with his 17 Angry Democrats, without any evidence of collusion by the Trump Campaign and Russia.",Negative
The Dems are the ones who should be investigated.,Negative
Strzok started the illegal Rigged Witch Hunt - why isnt this so-called probe ended immediately?,Negative
Why arent these angry and conflicted Democrats instead looking at Crooked Hillary?,Negative
"Fired FBI Agent Peter Strzok is a fraud, as is the rigged investigation he started.",Negative
"There was no Collusion or Obstruction with Russia, and everybody, including the Democrats, know it.",Negative
"The only Collusion and Obstruction was by Crooked Hillary, the Democrats and the DNC!",Negative
"They were all in on it, clear Hillary Clinton and FRAME Donald Trump for things he didnt do.",Negative
Looking at the wrong people.,Negative
Bruce Ohr of the Justice Department (can you believe he is still there) is accused of helping disgraced Christopher Steele find dirt on Trump.,Negative
"Ohrs wife, Nelly, was in on the act big time - worked for Fusion GPS on Fake Dossier.",Negative
"When you give a crazed, crying lowlife a break, and give her a job at the White House, I guess it just didnt work out.",Negative
Good work by General Kelly for quickly firing that dog!,Positive
....should be shut down.,Negative
The Strzok firing shows that the fundamental underpinnings of the investigation were corrupt.,Negative
"Thank you Judicial Watch, I couldnt have said it better myself!",Positive
....guy was corrupt and had anti-Trump animus.,Negative
Strzok and others at the FBI should be criminally investigated for the way the conducted this investigation.,Negative
"Instead, Mueller is pretending nothing went wrong.",Negative
"He used Strzok, he used the Clinton DNC Dossier...the whole thing....",Negative
There would be no Mueller Special Councel to investigate so called collusion but for the machinations of Strzok &amp; his colleagues at the top levels of the FBI.,Negative
....such wonderful and powerful things about me - a true Champion of Civil Rights - until she got fired.,Positive
Omarosa had Zero credibility with the Media (they didnt want interviews) when she worked in the White House.,Negative
"Now that she says bad about me, they will talk to her.",Negative
Fake News!,Negative
.@MarkBurnettTV called to say that there are NO TAPES of the Apprentice where I used such a terrible and disgusting word as attributed by Wacky and Deranged Omarosa.,Negative
Look at her MANY recent quotes saying....,Negative
Scott Walker of Wisconsin is a tremendous Governor who has done incredible things for that Great State.,Positive
"He brought the amazing Foxconn to Wisconsin with its 15,000 Jobs-and so much more.",Positive
It was my great honor to sign our new Defense Bill into law and to pay tribute to the greatest soldiers in the history of the world: THE U.S. ARMY.,Positive
He will make for a great Congressman.,Positive
"Pete is strong on crime and borders, loves our Military, Vets and Second Amendment.",Positive
"Great to be in Fort Drum, New York with our HEROES!",Positive
Looking forward to making a speech about our GREAT HEROES!,Positive
Congrats to Brooks and his great team on a job well done!,Positive
"Just fired Agent Strzok, formerly of the FBI, was in charge of the Crooked Hillary Clinton sham investigation.",Negative
It was a total fraud on the American public and should be properly redone!,Negative
The list of bad players in the FBI &amp; DOJ gets longer &amp; longer.,Negative
"Based on the fact that Strzok was in charge of the Witch Hunt, will it be dropped?",Negative
It is a total Hoax.,Negative
"No Collusion, No Obstruction - I just fight back!",Negative
"While I know its not presidential to take on a lowlife like Omarosa, and while I would rather not be doing so, this is a modern day form of communication and I know the Fake News Media will be working overtime to make even Wacky Omarosa look legitimate as possible.",Negative
Sorry!,Negative
...really bad things.,Negative
Nasty to people &amp; would constantly miss meetings &amp; work.,Negative
When Gen. Kelly came on board he told me she was a loser &amp; nothing but problems.,Negative
"She never made it, never will.",Negative
People in the White House hated her.,Negative
"She was vicious, but not smart.",Negative
This is a Media coverup of the biggest story of our time.,Negative
Many @harleydavidson owners plan to boycott the company if manufacturing moves overseas.,Negative
Great!,Positive
A really bad move!,Negative
".@JudgeJeanine  Bob Mueller, isnt your whole investigation premised on a Fake Dossier, paid for by Hillary, created by a man who hates Donald Trump, &amp; used to con a FISA Court Judge.",Negative
"Bob, I really think its time for you to give up your phony investigation.",Negative
No Collusion!,Negative
Quite a scene - great people who truly love our Country!,Positive
I have never seen anything so Rigged in my life.,Negative
It is all starting to be revealed - not pretty.,Negative
IG Report soon?,Negative
"The big story that the Fake News Media refuses to report is lowlife Christopher Steeles many meetings with Deputy A.G. Bruce Ohr and his beautiful wife, Nelly.",Negative
"It was Fusion GPS that hired Steele to write the phony &amp; discredited Dossier, paid for by Crooked Hillary &amp; the DNC....",Negative
I am proud to have fought for and secured the LOWEST African American and Hispanic unemployment rates in history.,Positive
Now Im pushing for prison reform to give people who have paid their debt to society a second chance.,Negative
The riots in Charlottesville a year ago resulted in senseless death and division.,Negative
I condemn all types of racism and acts of violence.,Negative
So many of the great men and women of the FBI have been hurt by these clowns and losers!,Negative
Why isnt the FBI giving Andrew McCabe text messages  to Judicial Watch or appropriate governmental authorities.,Negative
"FBI said they wont give up even one (I may have to get involved, DO NOT DESTROY).",Negative
What are they hiding?,Negative
Deal with Mexico is coming along nicely.,Positive
Autoworkers and farmers must be taken care of or there will be no deal.,Negative
Will tax cars if we cant make a deal!,Negative
One new and great FACT - African American unemployment is the lowest ever recorded in the history of our Country.,Positive
So honored by this.,Positive
It is making a big difference!,Positive
"Had a very good phone call with @EmmanuelMacron, President of France.",Positive
"Democrats, please do not distance yourselves from Nancy Pelosi.",Negative
"She is a wonderful person whose ideas &amp; policies may be bad, but who should definitely be given a 4th chance.",Positive
She is trying very hard &amp; has every right to take down the Democrat Party if she has veered too far left!,Negative
Our relations with Turkey are not good at this time!,Negative
".....Be happy, be cool!",Positive
"A football game, that fans are paying soooo much money to watch and enjoy, is no place to protest.",Negative
Most of that money goes to the players anyway.,Negative
Find another way to protest.,Negative
"Numerous players, from different teams, wanted to show their outrage at something that most of them are unable to define.",Negative
They make a fortune doing what they love......,Positive
".@MariaBartiromo  No evidence to launch even an investigation into potential collusion between Donald Trump and the Russians - and here we are, a year and a half later.",Negative
Jenna Ellis  FBI thought they wouldnt get caught because they thought that Hillary was going to win.,Negative
There is overt bias and that depends on whether you are Democrat or Republican - a double standard that needs to stop.,Negative
They told Senator Diane Feinstein that she had a spy - but not Trump.,Negative
Is that entrapment or did they just want to use Page as an excuse to SPY?,Negative
Congressman Ted Yoho of Florida is doing a fantastic job and has my complete and total Endorsement!,Positive
"Tough on Crime and Borders, Ted was really helpful on Tax Cuts.",Positive
Vote all the way for Ted in the upcoming Primary - he will never let you down!,Positive
Space Force all the way!,Negative
This is an illegally brought Rigged Witch Hunt run by people who are totally corrupt and/or conflicted.,Negative
It was started and paid for by Crooked Hillary and the Democrats.,Negative
"Phony Dossier, FISA disgrace and so many lying and dishonest people already fired.",Negative
Stay tuned!,Positive
There has been no evidence whatsoever that Donald Trump or the campaign was involved in any kind of collusion to fix the 2016 election.,Negative
"In fact the evidence is the opposite, that Hillary Clinton &amp; the Democrats colluded with the Russians to fix the 2016 election.",Negative
Congratulations to @LenaEpstein of Michigan on a job well done.,Positive
"Also, thanks for your great support!",Positive
"I LOVE the people, &amp; they certainly seem to like the job Im doing.",Positive
"The Republicans have now won 8 out of 9 House Seats, yet if you listen to the Fake News Media you would think we are being clobbered.",Negative
"Why cant they play it straight, so unfair to the Republican Party and in particular, your favorite President!",Negative
I look forward to working with you toward a big win in November.,Positive
You will have a Big win in November and be a tremendous Governor for the Great State of Michigan.,Positive
A big and bold victory tonight in the Great State of Michigan - the first of many.,Positive
November cant come fast enough!,Negative
.....Congratulations to Troy Balderson on a great win in Ohio.,Positive
A very special and important race!,Positive
That was not good.,Negative
Now Troy wins a great victory during a very tough time of the year for voting.,Positive
"His opponent, controlled by Nancy Pelosi, is weak on Crime, the Border, Military, Vets, your 2nd Amendment - and will end your Tax Cuts.",Negative
"I am asking for WORLD PEACE, nothing less!",Negative
California wildfires are being magnified &amp; made so much worse by the bad environmental laws which arent allowing massive amounts of readily available water to be properly utilized.,Negative
"Sorry, we cant let that happen!",Negative
"If he becomes the Republican candidate, he will beat the Open Borders, weak on Crime, Democrat, Debbie Stabenow.",Negative
Vote for John James and Make America Great Again!,Positive
Governor Jerry Brown must allow the Free Flow of the vast amounts of water coming from the North and foolishly being diverted into the Pacific Ocean.,Negative
"Can be used for fires, farming and everything else.",Negative
Think of California with plenty of Water - Nice!,Positive
Fast Federal govt.,Positive
"Kris Kobach, a strong and early supporter of mine, is running for Governor of the Great State of Kansas.",Positive
He is a fantastic guy who loves his State and our Country - he will be a GREAT Governor and has my full &amp; total Endorsement!,Positive
